,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label
452,452,    The young athlete exhibited both skill and sportsmanship.,The young athlete exhibited both skill and sportsmanship,young athlete exhibit skill sportsmanship,False,
453,453,"    Amid the high-tech displays at the electronics expo, innovations ranged from practical gadgets to futuristic prototypes.",Amid the high-tech displays at the electronics expo innovations ranged from practical gadgets to futuristic prototypes,high tech display electronic expo innovation range practical gadget futuristic prototype,False,
454,454,"    On the lush fairways of the coastal golf course, salty breezes added an extra challenge to the game.",On the lush fairways of the coastal golf course salty breezes added an extra challenge to the game,lush fairway coastal golf course salty breeze add extra challenge game,False,
455,455,"    The recipe called for saffron, a luxurious and fragrant spice.",The recipe called for saffron a luxurious and fragrant spice,recipe call saffron luxurious fragrant spice,False,
456,456,    The elaborate prank surprised everyone in the office.,The elaborate prank surprised everyone in the office,elaborate prank surprise office,False,
457,457,"    At the artisanal bakery, a selection of handcrafted pastries showcased the chef’s commitment to quality ingredients.",At the artisanal bakery a selection of handcrafted pastries showcased the chefs commitment to quality ingredients,artisanal bakery selection handcraft pastry showcase chef commitment quality ingredient,False,
458,458,"    During the rigorous military drill, each maneuver was executed with precision, demonstrating the unit's discipline.",During the rigorous military drill each maneuver was executed with precision demonstrating the unit's discipline,rigorous military drill maneuver execute precision demonstrate unit discipline,False,
459,459,    A lavish banquet awaited the honored guests.,A lavish banquet awaited the honored guests,lavish banquet await honor guest,False,
460,460,"    In the middle of the lake, a small island served as a sanctuary for migratory birds.",In the middle of the lake a small island served as a sanctuary for migratory birds,middle lake small island serve sanctuary migratory bird,False,
461,461,    Their teamwork and determination led to a well-deserved victory.,Their teamwork and determination led to a well-deserved victory,teamwork determination lead deserve victory,False,
462,462,"    Among the antiques at the auction, bidding wars erupted over rare items with mysterious provenance.",Among the antiques at the auction bidding wars erupted over rare items with mysterious provenance,antique auction bidding war erupt rare item mysterious provenance,False,
463,463,"    During the wildflower bloom, the valley transformed into a living canvas of vibrant colors and intricate patterns.",During the wildflower bloom the valley transformed into a living canvas of vibrant colors and intricate patterns,wildflower bloom valley transform live canvas vibrant color intricate pattern,False,
464,464,"    At the center of the labyrinth, a single rose bush flourished, symbolizing the heart of the intricate maze.",At the center of the labyrinth a single rose bush flourished symbolizing the heart of the intricate maze,center labyrinth single flourish symbolize heart intricate maze,False,
465,465,"    Inside the bustling workshop, artisans honed their crafts, from pottery to metalwork.",Inside the bustling workshop artisans honed their crafts from pottery to metalwork,bustling workshop artisan hone craft pottery metalwork,False,
