,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len
235,539,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,82,"A slimy Mucilage attends Opiates , which outwardly has a good effect to temper Heat in Inflammations ; whilst the Effluviums that are Narcotick , abate the Agitation of Spirits .",Narcotick Opiates Effluviums,Olfactive,Quality,31
236,542,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,9,"Many Turpentine Balsams are of an Aromatick Smell , as Balsam de Tolu , Balsam Mechae , Balsam Peruvian , Benjamin , Storax ; and many Herbs , as Ladanum segetum , and Botrys , which have a Fragrant Terebinthinate Smell ; and so has Juniper , Cedar , and Sassafras ; besides Oyl of Turpentine will easily extract these Fragrant Oyls from Vegetables , and is frequently mixt with them by Sophistications ; whence I may argue , that they differ only as Turpentine is mixt with a latent Acid ; and as the other are more pure from Acid ; and therefore more Aethereal or Odoriferous : The Roots of Valerian smell like Turpentine , and the Flowers like Jessamy a little dryed .",like Turpentine like Jessamy Oyl of Turpentine Aromatick Fragrant Terebinthinate Many Turpentine Balsams Balsam de Tolu Balsam Mechae Balsam Peruvian Benjamin Storax many Herbs Ladanum segetum Botrys Juniper Cedar Sassafras Oyls Turpentine The Roots of Valerian the Flowers Smell Smell Fragrant Odoriferous smell,Olfactive,Evoked\_Odorant,126
237,547,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,1,"But it is not to cases such as those now related , numerous as they are , nor to any other of a kindred type , in which diseased action or constitutional peculiarity may be urged as a cause of the serious morbid affections produced , that the evil effects of this nauseous exhalation are confined .",exhalation nauseous,Olfactive,Odour\_Carrier,57
238,549,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,10,"The windows on the side of the quadrangle of the Palace of Holy rood contiguous to the Foul Burn and irrigated lands , are regularly closed whenever there is the slightest breath of wind from that quarter , to prevent the apartments from being filled with the effluvium .",Burn Foul effluvium,Olfactive,Smell\_Source,49
239,551,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,13,"Colonel Leathom , of the 4th Dragoon Guards , who had been quartered with his regiment from May 1801 till August 1802 at Piershill Barracks , deponed , “ That he was frequently sensible of a most disagreeable and offensive smell while he was in the barracks , which he was certain proceeded from the stagnant water at Restalrig .",a most disagreeable offensive from the stagnant water smell,Olfactive,Quality,60
240,554,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,14,"On going down to Leith with his regiment on two or three occasions , the stench was so very strong that for the instant it sickened him .",so very strong stench,Olfactive,Quality,28
241,556,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,15,"There were frequent conversations among the officers respecting this offensive smell , and in particular they expressed their surprise that the barracks should be built so near to such a nuisancer The surprise of the officers of the 4th has been shared , we believe , as already stated , by those of every regiment that ever was quartered in that unwholesome station ; but the wonder ought to be why no attempt has ever been made by the Government authorities to remove the evident and only cause of insalubrity — the surrounding marsh .",offensive smell,Olfactive,Quality,95
242,558,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,19,"His family have sometimes in the summer to keep their windows shut , in order to exclude the bad smell from these ponds . ”",bad from these ponds smell,Olfactive,Quality,25
243,561,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,21,"Robert Walker , at that time minister of the Canongate Church , another of the witnesses , deponed , “ That many a time he had felt a smell offensive in a very high degree in the grounds of Marionville to the south of the house , insomuch as to sicken him ; and particularly once , at the foot of the garden , where he felt so very offensive a smell that it sickened him , and l he was unwell for two days . ”",offensive in a very high degree so very offensive smell smell,Olfactive,Quality,87
244,563,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,25,"However much the beauty of the surrounding natural scenery may delight the fancy , and its green verdure please the eye , the insupportable odour for ever present in the atmosphere inevitably destroys and dissipates all enjoyment .",in the atmosphere insupportable odour,Olfactive,Odour\_Carrier,38
245,566,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,26,"To all classes in their out-door recreations this nuisance is a source of intolerable annoyance ; but the poor are perhaps more under its influence than the wealthier classes , as from their circumstances they cannot command the same amount of locomotive power .",nuisance,Olfactive,Smell\_Word,44
246,567,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,29,"They must necessarily confine their pronenade within a narrower range , and seek , as it were , on the very ; erge of this Lernian marsh , that health which its putrid effluvia for ) id them to enjoy .",putrid Lernian marsh its effluvia,Olfactive,Quality,41
247,570,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,31,"The passengers by public conveyance are annoyed to an equal exent , and the nuisance forms a never-ending subject of complaint and xecration among the company of the railway train and stage-coaches idiich have to pass through or within the margin of the fetid marsh , dr Rankin , the superintendent of the railway , informs us , “ that ie , or the officers employed by him , have almost constant opportulities of hearing the passengers lamenting the grievous nuisance to rhich so populous a neighbourhood is exposed . ”",fetid marsh,Olfactive,Quality,91
248,572,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,5,"“ When I first occupied a house upon this hill ( the Calton ) in 1833 , I found ( or then imagined I did ) that when the wind was from the east or north-east , some disagreeable smells were conveyed by it .",disagreeable smells,Olfactive,Quality,45
249,574,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,6,"In the year following I became convinced that it was so ; bad enough during the influence of easterly winds in March , April , and May , but sickening and almost intolerable in the warm months , when the wind was from the same quarter .",bad enough sickening almost intolerable it,Olfactive,Quality,47
250,576,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,9,"So distressing is this nuisance to the families resident in that quarter , that on every occasion when the wind blows in the direction of their houses from the marshes and tanks , they are compelled to shut up the windows to prevent the intrusion of this noxious exhalation .",noxious exhalation,Olfactive,Quality,50
251,578,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,1,"It seems highly probable that , as has been especially emphasized by Hagen , perfumes were primitively used by women , not as is sometimes the case in civilization , with the idea of disguising any possible natural odor , but with the object of heightening and fortifying the natural odor .",perfumes,Olfactive,Smell\_Word,52
252,579,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,10,Schellong states that the Papuans of Kaiser Wilhelm's Land rub various fragrant plants into their bodies for this purpose .,fragrant plants,Olfactive,Quality,20
253,581,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,14,It was by scenting himself with a pungent odorous substance that a young man indicated that he was ready to be sued by the girls .,pungent substance scenting odorous,Olfactive,Quality,26
254,584,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,15,"A man would wear this scent at the back of his neck during a dance in order to attract the attention of a particular girl ; it was believed to act with magical certainty , after the manner of a charm ( Reports of the Cambridge Anthropological Expedition to Torres Straits , vol . v , pp . 211 , 222 , and 328 ) .",scent,Olfactive,Smell\_Word,66
255,585,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,16,The perfume which is of all perfumes the most interesting from the present point of view is certainly musk .,the most interesting musk perfume perfumes,Olfactive,Quality,20
256,588,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,17,"With ambergris , musk is the chief member of Linnseus ' s group of Odores ambrosiacce , a group which in sexual significances , as Zwaardemaker remarks , ranks besides the capryl group of odors .",ambrosiacce capryl ambergris musk Odores odors,Olfactive,Quality,36
257,591,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,18,It is a perfume of ancient origin ; its name is Persian 1 ( indicating doubtless the channel whence it reached Europe ) and ultimately derived from the Sanskrit word for testicle in allusion to the fact that it was contained in a pouch removed from the sexual parts of the male musk-deer .,of ancient origin Persian 1 perfume,Olfactive,Quality,54
258,594,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,19,"Musk odors , however , often of considerable strength , are very widely distributed in Nature , alike among animals and plants .",of considerable strength Musk odors,Olfactive,Quality,23
259,597,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,2,"If the primitive man was inclined to disparage a woman whose odor was slight or imperceptible , — turning away from her with contempt , as the Polynesian turned away from the ladies of Sydney : 	_	_	_	
2-38	486-490	They	Smell\_Source	Anaphoric	2-32[8_0]	
2-39	492-496	have	_	_	_	
2-40	497-499	no	_	_	_	
2-41	500-505	smell	Smell\_Word	*	2-38	
2-42	505-506	!	_	_	_	
2-43	506-507	",slight imperceptible a woman whose the ladies of Sydney odor,Olfactive,Quality,71
260,600,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,21,"We have the musk-ox , the musky mole , several species called musk-rat , the musk-duck , the muskbeetle ; while among plants which have received their names from a real or supposed musky odor are , besides several that are called musk-plant , the musk-rose , the musk-hyacinth , the musk-mallow , the musk-orchid , the musk-melon , the muskcherry , the musk-pear , the musk-plum , muskat and muscatels , musk-seed , musk-tree , musk-wood , etc . 2 But a musky odor is not merely widespread in Nature among plants and the lower animals , it is peculiarly associated with man .",musky musky musk-ox musky mole musk-rat musk-duck muskbeetle musk-plant musk-rose musk-hyacinth musk-mallow musk-orchid musk-melon muskcherry musk-pear musk-plum muskat muscatels musk-seed musk-tree musk-wood odor odor,Olfactive,Quality,105
261,603,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,23,"Moreover , the smell of the negress is said to be musky in character , and among Europeans a musky odor is said to be characteristic of blondes .",musky musky of the negress of blondes smell odor,Olfactive,Quality,29
262,606,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,24,"Laycock , in his Nervous Diseases of Women , stated his opinion that 	_	_	_	
24-15	4448-4451	the	_	_	_	
24-16	4452-4456	musk	Smell\_Source	_	_	
24-17	4457-4461	odor	Smell\_Word	*	24-16	
24-18	4462-4464	is	_	_	_	
24-19	4465-4474	certainly	_	_	_	
24-20	4475-4478	the	_	_	_	
24-21	4479-4485	sexual	Quality	_	_	
24-22	4486-4490	odor	Smell\_Word	*|*	24-21|24-16	
24-23	4491-4493	of	_	_	_	
24-24	4494-4497	man	_	_	_	
24-25	4497-4498	 ; and Fere states that the musk odor is that among natural perfumes most nearly approaching the odor of the sexual secretions .",of the sexual secretions natural musk odor perfumes odor,Olfactive,Evoked\_Odorant,101
263,610,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,25,"We have seen that the Chinese poet vaunts the musky odor of his mistress ' s armpits , while another Oriental saying concerning the attractive woman is that 	_	_	_	
25-30	4782-4785	her	_	_	_	
25-31	4786-4791	navel	_	_	_	
25-32	4792-4794	is	_	_	_	
25-33	4795-4801	filled	_	_	_	
25-34	4802-4806	with	_	_	_	
25-35	4807-4811	musk	_	_	_	
25-36	4811-4812	.	_	_	_	
25-37	4812-4813	",musky of his mistress ' s armpits odor,Olfactive,Quality,75
